JobSatisfaction;Age;Attrition;DailyRate;DistanceFromHome;HourlyRate;MonthlyIncome;MonthlyRate;NumCompaniesWorked;OverTime;PercentSalaryHike;TrainingTimesLastYear;YearsSinceLastPromotion;NewEmployee;BusinessTravel_g__Travel_Frequently;BusinessTravel_g__Travel_No;BusinessTravel_g__Travel_Rarely;Department_g__Human Resources;Department_g__Research & Development;Department_g__Sales;Education_g__1;Education_g__2;Education_g__3;Education_g__4;Education_g__5;EnvironmentSatisfaction_g__1;EnvironmentSatisfaction_g__2;EnvironmentSatisfaction_g__3;EnvironmentSatisfaction_g__4;Gender_g__Female;Gender_g__Male;JobInvolvement_g__1;JobInvolvement_g__2;JobInvolvement_g__3;JobInvolvement_g__4;MaritalStatus_g__Divorced;MaritalStatus_g__Married;MaritalStatus_g__Single;RelationshipSatisfaction_g__1;RelationshipSatisfaction_g__2;RelationshipSatisfaction_g__3;RelationshipSatisfaction_g__4;WorkLifeBalance_g__1;WorkLifeBalance_g__2;WorkLifeBalance_g__3;WorkLifeBalance_g__4
1.0;-0.7526026470373133;1;0.49778904171594673;-0.7659540102356398;1.0537408314335754;-0.8082318859476474;-0.8007614021391525;0.9330360869453028;1;-1.1470412439240338;1.699777209817275;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
4.0;0.44666778878609315;0;0.2278722742343636;-0.3970615448007586;0.4265705876867965;1.5137292728976;0.06053234142777126;0.1277911889856318;1;0.7683886298993725;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
1.0;-0.7526026470373133;1;-1.1638086736982027;2.0622215580984493;-0.6830383050959662;0.0494964038434587;1.2280231906269374;0.9330360869453028;0;-0.05250988745351596;1.699777209817275;-0.6791556155526715;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0
3.0;-0.8616272321121684;1;0.4655971336676845;-1.0118823205255607;0.9090092367227803;-0.9354364528168905;0.7761184967972831;-1.0800761579538747;0;-0.3261427265711454;-1.3946494785898766;-0.36617876211866796;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0
4.0;0.8827661290855137;0;0.6141751708135101;-0.3970615448007586;-0.4418189805779743;0.5101086000694822;0.36546242455394923;1.3356585359251383;0;-0.8734084048064044;-0.6210428064880888;3.07656662565537;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0
1.0;1.8639873947592098;0;0.8494237296277339;-0.7659540102356398;-0.6830383050959662;-0.11104892596146237;0.3895358521691738;-0.2748312599942037;0;-0.3261427265711454;0.926170537715487;-0.6791556155526715;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
2.0;-0.0984551365881825;0;1.4660225837829102;-0.520025699945719;-0.2005996560599824;-0.11657032619284856;-0.6052175953698722;2.1409034338848096;0;0.22112295166411353;0.15256386561369908;0.2597749447493389;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
2.0;-0.4255288918127479;0;-1.626876889469359;-0.6429898550906794;-0.9242576296139581;-0.8156645401052827;-0.14022033564421849;1.3356585359251383;0;1.589287147252261;0.15256386561369908;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0
4.0;0.01056944848667263;0;-0.34910577001525905;0.2177592309240434;-0.9242576296139581;1.2151489373080246;-0.589590984461744;-0.6774537089740392;1;-0.3261427265711454;-1.3946494785898766;-0.6791556155526715;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
3.0;0.11959403356152776;0;-1.6962133068040777;-0.7659540102356398;0.4748144525903949;0.880467138667078;-0.6471701183484506;-1.0800761579538747;0;-0.8734084048064044;2.4733838819190628;0.8857286516173457;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
3.0;-0.6435780619624581;0;0.4334052256194223;-1.0118823205255607;1.150228561240772;-0.44976559400226807;-1.3885190646746064;-1.0800761579538747;0;-0.8734084048064044;-0.6210428064880888;-0.36617876211866796;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0
4.0;2.4091103201334856;0;-1.6392583925648445;-0.7659540102356398;0.18535126316880463;-0.9101654286809306;-0.814839429984313;0.1277911889856318;0;0.494755790781743;2.4733838819190628;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0
4.0;0.01056944848667263;0;-1.2009531829846591;-0.6429898550906794;-1.2137208190355484;-0.7793507155065506;-1.647836337582464;0.5304136379654673;0;0.494755790781743;-0.6210428064880888;0.8857286516173457;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
4.0;-0.8616272321121684;0;1.5081196943075608;-1.0118823205255607;-1.1654769541319498;0.3090022147186089;-1.0762684070689448;-0.6774537089740392;0;-0.3261427265711454;1.699777209817275;0.5727517981833423;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
3.0;-0.20747972166303763;0;0.34673470395102407;-1.0118823205255607;1.246716291047969;0.49396912247004576;-0.7247400517752854;-0.6774537089740392;0;-0.3261427265711454;0.15256386561369908;-0.6791556155526715;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1
4.0;-0.8616272321121684;1;0.2278722742343636;1.0785083169387661;0.9572531016263787;-0.8651447806403972;0.1009362813433821;-0.6774537089740392;1;-0.5997755656887749;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0
4.0;1.6459382246094996;0;1.2852526385888223;-0.8889181653806003;1.1019846963371738;-0.6903712271622887;-1.5407025456807921;1.738280984904974;0;-0.05250988745351596;0.15256386561369908;-0.053201908684664546;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0
4.0;0.5556923738609483;0;-0.6735011511169783;-0.6429898550906794;-0.3935751156743759;2.711660761561039;-1.31080835096932;-0.6774537089740392;0;-1.1470412439240338;0.15256386561369908;2.7635897722213665;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
3.0;2.4091103201334856;0;0.034720825944790354;-0.3970615448007586;-0.6830383050959662;-0.8910528894184401;1.6067221396617568;2.1409034338848096;0;0.494755790781743;-0.6210428064880888;-0.053201908684664546;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
4.0;1.4278890544597893;0;0.1238676482322857;-1.0118823205255607;0.08886353336160788;2.772183802558926;1.3900612911247356;0.1277911889856318;0;-1.1470412439240338;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
4.0;-0.4255288918127479;1;0.022339322849304885;0.5866516963589247;-0.3935751156743759;-0.8551637879144299;1.112864922853524;0.9330360869453028;1;-0.5997755656887749;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
4.0;0.6647169589358034;0;0.5696017596697625;0.8325800066488455;0.6677899122047884;2.0388993795213697;-0.9150749882418563;0.9330360869453028;1;1.8629199863698904;0.15256386561369908;-0.36617876211866796;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0
1.0;-0.4255288918127479;1;-0.8394132925964835;-0.8889181653806003;-1.310208548842745;-0.7976138085795971;1.0227655446444963;1.738280984904974;0;1.3156543081346315;0.15256386561369908;-0.36617876211866796;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1
3.0;1.6459382246094996;0;-0.08166530315277302;-0.8889181653806003;0.61954604730119;2.6768334677938337;0.9553317912661772;-0.6774537089740392;1;0.7683886298993725;-0.6210428064880888;4.01549718595738;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
2.0;-0.534553476887603;0;1.4784040868783956;-0.6429898550906794;-0.49006284548157264;-0.5376832746097249;0.949700580128113;-0.2748312599942037;0;-1.1470412439240338;1.699777209817275;-0.36617876211866796;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0
3.0;-0.534553476887603;1;-0.7155982616416288;-1.0118823205255607;-0.2005996560599824;-0.5803679456292872;-0.6578694195107727;-1.0800761579538747;1;-0.3261427265711454;-0.6210428064880888;-0.36617876211866796;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0
3.0;0.2286186186363829;0;1.5526931054513082;-1.0118823205255607;1.4396917506623625;-0.8984855435760752;0.1651320883173143;1.738280984904974;0;-0.3261427265711454;-1.3946494785898766;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0
4.0;-0.534553476887603;0;0.425976323762131;2.0622215580984493;1.6326672102767559;-0.4242822083189473;-0.3062002839386616;-1.0800761579538747;0;0.7683886298993725;-0.6210428064880888;-0.053201908684664546;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0
1.0;0.44666778878609315;0;1.5031670930693666;1.2014724720837267;-1.4549401435535403;-0.7201018437928296;0.7930121302114758;-0.2748312599942037;0;0.22112295166411353;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0
4.0;0.337643203711238;0;1.2282977243495892;1.8162932478085287;-0.2005996560599824;-0.667648541594661;1.436378002735314;-0.6774537089740392;0;0.494755790781743;0.15256386561369908;0.5727517981833423;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
4.0;0.8827661290855137;0;-1.3668653244641642;-1.0118823205255607;0.18535126316880463;2.7052899151402086;0.24298358230105227;-1.0800761579538747;0;-1.1470412439240338;-0.6210428064880888;-0.36617876211866796;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0
3.0;-0.6435780619624581;0;1.2951578410652107;-0.7659540102356398;0.3300828578795998;1.5315676428759246;-0.10150575907002692;2.543525882864645;0;-0.8734084048064044;0.15256386561369908;-0.053201908684664546;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
4.0;-0.4255288918127479;0;0.06938903461214965;-0.520025699945719;-0.152355791156384;-0.7542920529179518;0.07489192982983504;-0.6774537089740392;0;-0.5997755656887749;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0
1.0;-0.31650430673789276;0;-0.827031789500998;-0.8889181653806003;0.8607653718191819;-0.10743877965632527;1.3293849911120936;1.3356585359251383;0;-0.5997755656887749;0.15256386561369908;0.8857286516173457;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0
1.0;0.01056944848667263;0;0.5275046491451119;-1.0118823205255607;0.8125215069155836;-0.540019251630696;0.626891401638581;-0.2748312599942037;0;-0.3261427265711454;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0
3.0;0.8827661290855137;0;0.9781913618207828;-0.2740973896557982;0.5230583174939932;-0.006142321565125059;-1.284763999455773;0.5304136379654673;0;0.494755790781743;-1.3946494785898766;-0.6791556155526715;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0
3.0;0.01056944848667263;1;-0.7428375684516968;0.094795075779083;-0.24884352096358078;0.7613323105975532;1.1725557609170048;1.3356585359251383;0;-1.1470412439240338;1.699777209817275;-0.6791556155526715;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0
3.0;0.2286186186363829;0;-0.7403612678325997;-0.8889181653806003;-0.10411192625278563;0.9503340877488492;-1.1014680769117824;-1.0800761579538747;0;2.6838185037227786;-1.3946494785898766;2.7635897722213665;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
4.0;-0.8616272321121684;0;-0.34415316877706487;0.7096158515038851;-0.29708738586717914;-0.8755504964610865;1.1866337887621654;-0.6774537089740392;0;1.042021469017002;-1.3946494785898766;-0.36617876211866796;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0
1.0;0.5556923738609483;0;0.27739828661630545;0.9555441617938059;0.7642776420119851;0.017429810191946688;1.234921424271066;0.1277911889856318;1;-0.5997755656887749;-1.3946494785898766;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0
4.0;-0.8616272321121684;0;1.0970537915374432;1.3244366272286872;-1.0207453594211549;0.09940136747329528;-0.4944235162284585;-0.2748312599942037;0;-0.3261427265711454;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0
3.0;-1.297725572411589;0;-0.294627156395123;-1.0118823205255607;-0.2005996560599824;-0.33232965831163136;-0.94872147479179;-1.0800761579538747;0;-0.8734084048064044;0.15256386561369908;-0.36617876211866796;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
1.0;0.5556923738609483;0;-1.3247682139395136;-0.8889181653806003;-0.49006284548157264;-0.8218230249787518;-0.878049775009084;-1.0800761579538747;1;-1.1470412439240338;0.926170537715487;1.5116823584853527;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0
3.0;0.337643203711238;0;1.515548596164852;-0.8889181653806003;-0.8277698998067613;2.7549825172226843;-1.1677755880624885;-1.0800761579538747;0;1.042021469017002;1.699777209817275;0.2597749447493389;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0
4.0;1.5369136395346445;0;0.07186533523124675;-1.0118823205255607;1.4396917506623625;-0.794216023821821;1.2651891841381613;-0.6774537089740392;0;-1.1470412439240338;-2.168256150691665;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0
2.0;-0.6435780619624581;1;-1.230668790413824;2.431114023533331;0.233595128072403;-0.6336706940168999;-0.3649056600529812;-1.0800761579538747;0;-1.1470412439240338;-0.6210428064880888;-0.36617876211866796;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1
2.0;-0.534553476887603;0;1.2555370311596572;-0.2740973896557982;1.6326672102767559;-0.7791383539591895;1.663738152434657;-0.6774537089740392;0;1.3156543081346315;0.15256386561369908;-0.6791556155526715;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0
4.0;0.11959403356152776;0;1.2951578410652107;-0.8889181653806003;-1.310208548842745;-0.257790755187918;0.7655599759134126;0.1277911889856318;0;0.7683886298993725;-2.168256150691665;1.5116823584853527;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0
1.0;-0.534553476887603;0;-1.6739266012322038;-0.8889181653806003;0.8607653718191819;-0.9103777902282917;0.773302891228251;0.5304136379654673;0;-0.5997755656887749;1.699777209817275;-0.6791556155526715;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0
2.0;0.9917907141603688;0;-0.7824583783572503;-0.8889181653806003;0.4265705876867965;2.210487509789063;0.10318876579860779;0.1277911889856318;1;-0.8734084048064044;-0.6210428064880888;1.5116823584853527;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0
3.0;-0.9706518171870235;1;-0.6809300529742696;-0.8889181653806003;3.4659340766134945;-0.6323965247327339;0.09727599410364035;-0.2748312599942037;0;-1.1470412439240338;1.699777209817275;-0.6791556155526715;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0
;-0.8616272321121684;0;1.0054306686308507;-0.8889181653806003;0.5713021823975917;0.03845360338068635;-1.4862205779200206;-0.2748312599942037;0;1.042021469017002;-0.6210428064880888;-0.6791556155526715;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0
4.0;-0.6435780619624581;0;1.6319347252624152;1.6933290926635682;-0.10411192625278563;-0.1870743599167028;0.02308478735964414;-1.0800761579538747;0;1.589287147252261;-0.6210428064880888;1.5116823584853527;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0
1.0;-1.297725572411589;0;-0.31939016258609393;-0.520025699945719;0.9090092367227803;-0.5230303278418154;0.5828271744832284;-0.6774537089740392;0;-0.8734084048064044;-0.6210428064880888;-0.36617876211866796;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0
4.0;0.8827661290855137;0;1.4387832769728421;1.3244366272286872;0.61954604730119;1.4935549258983043;-0.9492845959055966;-1.0800761579538747;1;-0.3261427265711454;-0.6210428064880888;0.5727517981833423;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0
4.0;-0.0984551365881825;0;1.4833566881165898;-0.3970615448007586;-0.9242576296139581;-0.6907959502570107;0.8456639543523763;-1.0800761579538747;0;-1.1470412439240338;0.926170537715487;2.450612918787363;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0
1.0;1.973011979834065;0;-0.8716052006447457;-1.0118823205255607;0.7160337771083868;2.6719491522045304;0.660819448745418;-1.0800761579538747;1;-0.3261427265711454;-0.6210428064880888;0.5727517981833423;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0
2.0;1.100815299235224;1;-0.3416768681579678;2.431114023533331;1.0537408314335754;1.1437954573947262;-0.5597455654300035;-0.6774537089740392;1;-0.8734084048064044;-0.6210428064880888;2.1376360653533597;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
4.0;-0.9706518171870235;0;0.876663036437802;-0.028169079365877415;1.3432040208551657;-0.9328881142485583;-1.6374185969770452;-0.6774537089740392;0;2.1365528254875197;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
4.0;0.01056944848667263;0;-1.4262965393224944;-0.3970615448007586;1.5361794804695592;0.008298263655423398;1.2080323910868094;0.5304136379654673;0;-0.3261427265711454;1.699777209817275;-0.6791556155526715;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1
3.0;-1.7338239127110096;0;0.4755023361440729;-0.7659540102356398;1.6326672102767559;-0.6865487193097906;-0.5227203521972312;-0.6774537089740392;0;0.494755790781743;0.926170537715487;-0.36617876211866796;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1
4.0;0.01056944848667263;0;-0.18814622977394801;-1.0118823205255607;0.6677899122047884;1.5162776114659322;-0.36138615309169103;-0.2748312599942037;1;0.7683886298993725;-0.6210428064880888;-0.6791556155526715;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0
2.0;-0.20747972166303763;0;1.2654422336360456;1.570364937518608;0.233595128072403;1.1750126048567944;0.6836258538545781;1.738280984904974;0;0.7683886298993725;2.4733838819190628;1.198705505051349;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0
1.0;0.11959403356152776;0;-1.1935242811273679;-0.2740973896557982;-1.0689892243247532;-0.18219004432739963;0.6964368591936743;-0.6774537089740392;1;2.4101856646051494;0.15256386561369908;1.5116823584853527;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0
2.0;-1.1887009873367338;0;1.6715555351679687;-1.0118823205255607;0.8607653718191819;-0.013999698817482307;1.762988248743039;-0.6774537089740392;0;1.3156543081346315;2.4733838819190628;-0.36617876211866796;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0
2.0;1.4278890544597893;0;-0.0172814870562486;-0.6429898550906794;1.4396917506623625;2.6929729453932705;0.22116263914105339;0.1277911889856318;0;-0.3261427265711454;0.926170537715487;-0.36617876211866796;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0
3.0;1.7549628096843548;0;0.6587485819572578;-0.7659540102356398;-1.0207453594211549;2.3616889315100997;0.9533608673678546;0.1277911889856318;1;0.22112295166411353;1.699777209817275;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0
3.0;0.5556923738609483;0;-0.4184421873499777;-1.0118823205255607;1.5844233453731575;-0.33041840438538234;1.4483443264037004;-0.6774537089740392;0;2.6838185037227786;0.15256386561369908;2.7635897722213665;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0
4.0;-0.8616272321121684;0;-0.8963682068357166;-0.8889181653806003;-1.0689892243247532;-0.40538203060381767;0.8469309768584408;-0.6774537089740392;0;0.7683886298993725;0.15256386561369908;-0.6791556155526715;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0
4.0;1.973011979834065;0;-1.626876889469359;1.3244366272286872;-1.4066962786499417;-0.22253873832599091;0.24326514285795547;0.1277911889856318;1;1.042021469017002;0.926170537715487;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0
1.0;-1.1887009873367338;0;-0.7626479734044735;0.2177592309240434;-0.29708738586717914;-0.3656704212473094;1.193532022406294;-0.6774537089740392;1;-0.5997755656887749;0.15256386561369908;0.2597749447493389;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0
4.0;0.01056944848667263;0;1.40659136892458;-1.0118823205255607;-1.1654769541319498;-0.9233318446173131;0.23045413751885935;-0.6774537089740392;0;-0.8734084048064044;0.15256386561369908;0.8857286516173457;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0
3.0;0.7737415440106585;1;0.2873034890926938;1.8162932478085287;-1.1172330892283515;-0.7012016660777001;0.7990656821848948;0.1277911889856318;1;1.8629199863698904;-2.168256150691665;-0.6791556155526715;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0
4.0;0.11959403356152776;0;-0.2871982545378317;1.6933290926635682;0.7642776420119851;-0.1524594276968587;0.6553290178858053;2.543525882864645;0;-0.3261427265711454;-0.6210428064880888;-0.36617876211866796;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0
2.0;-1.1887009873367338;1;1.597266516595056;0.8325800066488455;-1.0207453594211549;-0.8685425653981733;-0.009013116127321964;-0.2748312599942037;1;-0.5997755656887749;-0.6210428064880888;-0.6791556155526715;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0
4.0;-0.9706518171870235;0;0.7751347110548211;-0.15113323451083782;-0.0076241964455888815;-0.66955979552091;-1.3734555748802846;-0.6774537089740392;0;1.589287147252261;0.15256386561369908;-0.6791556155526715;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
1.0;1.3188644693849343;0;-0.4159658867308806;0.094795075779083;-1.5031840084571386;2.5912517642073483;1.5978529821193057;2.543525882864645;1;-1.1470412439240338;0.926170537715487;-0.36617876211866796;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
2.0;-0.0984551365881825;0;-0.7378849672135026;-0.7659540102356398;-1.7444033329751305;-0.4200349773717271;1.6951321545293652;0.5304136379654673;0;-0.8734084048064044;-0.6210428064880888;1.5116823584853527;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0
2.0;-0.6435780619624581;0;-0.8914156055975224;-0.520025699945719;0.8607653718191819;-0.7802001616959946;-1.4549673561037642;-0.6774537089740392;0;-1.1470412439240338;1.699777209817275;-0.053201908684664546;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0
4.0;-1.1887009873367338;1;0.36159250766560663;-0.6429898550906794;-0.8760137647103596;-0.13483341926589512;-0.8156841116550226;-0.6774537089740392;1;-0.8734084048064044;-2.168256150691665;1.5116823584853527;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0
